year,ecoregion,subregion,species,subregion_species,fbar,fmsy,fbar_fmsy,ssb,bpa,ssb_bpa
1999,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,0.845333333,0.22,3.84242,1558.8,16300,0.09600
2000,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,1.104333333,0.22,5.01970,1515.7,16300,0.09300
2001,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,0.895,0.22,4.06818,1338.5,16300,0.08200
2002,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,1.218666667,0.22,5.53939,1191.5,16300,0.07300
2003,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,0.606333333,0.22,2.75606,1205.5,16300,0.07400
2004,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,1.672333333,0.22,7.60152,1278.0,16300,0.07800
2005,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,0.438333333,0.22,1.99242,550.9,16300,0.03400
2006,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,1.495,0.22,6.79545,1086.2,16300,0.06700
2007,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,1.176666667,0.22,5.34848,587.2,16300,0.03600
2008,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,0.950666667,0.22,4.32121,729.9,16300,0.04500
2009,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,1.079666667,0.22,4.90758,743.2,16300,0.04600
2010,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,1.119666667,0.22,5.08939,830.3,16300,0.05100
2011,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,0.842333333,0.22,3.82879,620.3,16300,0.03800
2012,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,1.109333333,0.22,5.04242,689.9,16300,0.04200
2013,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,0.637666667,0.22,2.89848,845.3,16300,0.05200
2014,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,1.434333333,0.22,6.51970,956.5,16300,0.05900
2015,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,0.900333333,0.22,4.09242,707.6,16300,0.04300
2016,Celtic Seas,Celtic Sea 7.a.,whiting,Celtic Sea 7.a._whiting,0.567,0.22,2.57727,1134.1,16300,0.07000
