year,ecoregion,subregion,species,subregion_species,fbar,fmsy,fbar_fmsy,ssb,bpa,ssb_bpa
1996,North Sea,North Sea,turbot,North Sea_turbot,0.724370864,0.36,2.01214,4670.2,4163,1.12184
1997,North Sea,North Sea,turbot,North Sea_turbot,0.669151618,0.36,1.85875,4817.5,4163,1.15722
1998,North Sea,North Sea,turbot,North Sea_turbot,0.59003992,0.36,1.63900,4560.4,4163,1.09547
1999,North Sea,North Sea,turbot,North Sea_turbot,0.504120994,0.36,1.40034,4555.0,4163,1.09416
2000,North Sea,North Sea,turbot,North Sea_turbot,0.507211078,0.36,1.40892,5660.0,4163,1.35959
2001,North Sea,North Sea,turbot,North Sea_turbot,0.524023664,0.36,1.45562,5872.6,4163,1.41067
2002,North Sea,North Sea,turbot,North Sea_turbot,0.523716868,0.36,1.45477,5895.2,4163,1.41609
2003,North Sea,North Sea,turbot,North Sea_turbot,0.466128156,0.36,1.29480,5831.8,4163,1.40087
2004,North Sea,North Sea,turbot,North Sea_turbot,0.39905571,0.36,1.10849,5846.7,4163,1.40445
2005,North Sea,North Sea,turbot,North Sea_turbot,0.347621836,0.36,0.96562,6063.8,4163,1.45659
2006,North Sea,North Sea,turbot,North Sea_turbot,0.284372552,0.36,0.78992,6430.4,4163,1.54466
2007,North Sea,North Sea,turbot,North Sea_turbot,0.266625242,0.36,0.74063,7797.1,4163,1.87295
2008,North Sea,North Sea,turbot,North Sea_turbot,0.315462448,0.36,0.87628,8464.5,4163,2.03327
2009,North Sea,North Sea,turbot,North Sea_turbot,0.360813798,0.36,1.00226,8667.3,4163,2.08199
2010,North Sea,North Sea,turbot,North Sea_turbot,0.367473214,0.36,1.02076,7900.1,4163,1.89769
2011,North Sea,North Sea,turbot,North Sea_turbot,0.329010372,0.36,0.91392,7740.2,4163,1.85928
2012,North Sea,North Sea,turbot,North Sea_turbot,0.29905959,0.36,0.83072,8890.7,4163,2.13564
2013,North Sea,North Sea,turbot,North Sea_turbot,0.29541402,0.36,0.82059,9426.8,4163,2.26444
2014,North Sea,North Sea,turbot,North Sea_turbot,0.299291406,0.36,0.83137,10226.0,4163,2.45639
2015,North Sea,North Sea,turbot,North Sea_turbot,0.299252902,0.36,0.83126,10867.6,4163,2.61053
2016,North Sea,North Sea,turbot,North Sea_turbot,0.360296266,0.36,1.00082,11788.5,4163,2.83174
1994,Baltic Sea,Baltic Sea,cod,Baltic Sea_cod,1.183666667,0.26,4.55256,31729.0,38400,0.82600
1995,Baltic Sea,Baltic Sea,cod,Baltic Sea_cod,1.245666667,0.26,4.79103,29822.0,38400,0.77700
1996,Baltic Sea,Baltic Sea,cod,Baltic Sea_cod,1.190333333,0.26,4.57821,33124.0,38400,0.86300
1997,Baltic Sea,Baltic Sea,cod,Baltic Sea_cod,1.190666667,0.26,4.57949,34475.0,38400,0.89800
1998,Baltic Sea,Baltic Sea,cod,Baltic Sea_cod,1.208666667,0.26,4.64872,26930.0,38400,0.70100
1999,Baltic Sea,Baltic Sea,cod,Baltic Sea_cod,1.296,0.26,4.98462,31445.0,38400,0.81900
2000,Baltic Sea,Baltic Sea,cod,Baltic Sea_cod,1.294,0.26,4.97692,36279.0,38400,0.94500
2001,Baltic Sea,Baltic Sea,cod,Baltic Sea_cod,1.313666667,0.26,5.05256,29057.0,38400,0.75700
2002,Baltic Sea,Baltic Sea,cod,Baltic Sea_cod,1.268333333,0.26,4.87821,22494.0,38400,0.58600
2003,Baltic Sea,Baltic Sea,cod,Baltic Sea_cod,1.180666667,0.26,4.54103,17361.0,38400,0.45200
2004,Baltic Sea,Baltic Sea,cod,Baltic Sea_cod,1.122666667,0.26,4.31795,19205.0,38400,0.50000
2005,Baltic Sea,Baltic Sea,cod,Baltic Sea_cod,1.047333333,0.26,4.02821,26635.0,38400,0.69400
2006,Baltic Sea,Baltic Sea,cod,Baltic Sea_cod,0.951333333,0.26,3.65897,30853.0,38400,0.80300
2007,Baltic Sea,Baltic Sea,cod,Baltic Sea_cod,0.963666667,0.26,3.70641,31008.0,38400,0.80800
2008,Baltic Sea,Baltic Sea,cod,Baltic Sea_cod,0.992,0.26,3.81538,21314.0,38400,0.55500
2009,Baltic Sea,Baltic Sea,cod,Baltic Sea_cod,1.003333333,0.26,3.85897,14098.0,38400,0.36700
2010,Baltic Sea,Baltic Sea,cod,Baltic Sea_cod,0.996333333,0.26,3.83205,13100.0,38400,0.34100
2011,Baltic Sea,Baltic Sea,cod,Baltic Sea_cod,0.971333333,0.26,3.73590,13212.0,38400,0.34400
2012,Baltic Sea,Baltic Sea,cod,Baltic Sea_cod,0.964,0.26,3.70769,15205.0,38400,0.39600
2013,Baltic Sea,Baltic Sea,cod,Baltic Sea_cod,1.055333333,0.26,4.05897,12087.0,38400,0.31500
2014,Baltic Sea,Baltic Sea,cod,Baltic Sea_cod,0.989666667,0.26,3.80641,15387.0,38400,0.40100
2015,Baltic Sea,Baltic Sea,cod,Baltic Sea_cod,0.948333333,0.26,3.64744,16828.0,38400,0.43800
2016,Baltic Sea,Baltic Sea,cod,Baltic Sea_cod,0.929666667,0.26,3.57564,13479.0,38400,0.35100
1999,Baltic Sea,Baltic Sea,plaice,Baltic Sea_plaice,0.945333333,0.37,2.55495,3892.0,5550,0.70100
2000,Baltic Sea,Baltic Sea,plaice,Baltic Sea_plaice,0.996333333,0.37,2.69279,4769.0,5550,0.85900
2001,Baltic Sea,Baltic Sea,plaice,Baltic Sea_plaice,0.937666667,0.37,2.53423,5935.0,5550,1.06900
2002,Baltic Sea,Baltic Sea,plaice,Baltic Sea_plaice,0.863666667,0.37,2.33423,6239.0,5550,1.12400
2003,Baltic Sea,Baltic Sea,plaice,Baltic Sea_plaice,0.782666667,0.37,2.11532,5805.0,5550,1.04600
2004,Baltic Sea,Baltic Sea,plaice,Baltic Sea_plaice,0.754666667,0.37,2.03964,5444.0,5550,0.98100
2005,Baltic Sea,Baltic Sea,plaice,Baltic Sea_plaice,0.753666667,0.37,2.03694,5283.0,5550,0.95200
2006,Baltic Sea,Baltic Sea,plaice,Baltic Sea_plaice,0.789,0.37,2.13243,5094.0,5550,0.91800
2007,Baltic Sea,Baltic Sea,plaice,Baltic Sea_plaice,0.782,0.37,2.11351,4809.0,5550,0.86600
2008,Baltic Sea,Baltic Sea,plaice,Baltic Sea_plaice,0.757,0.37,2.04595,4504.0,5550,0.81200
2009,Baltic Sea,Baltic Sea,plaice,Baltic Sea_plaice,0.683333333,0.37,1.84685,4330.0,5550,0.78000
2010,Baltic Sea,Baltic Sea,plaice,Baltic Sea_plaice,0.61,0.37,1.64865,4652.0,5550,0.83800
2011,Baltic Sea,Baltic Sea,plaice,Baltic Sea_plaice,0.556333333,0.37,1.50360,5378.0,5550,0.96900
2012,Baltic Sea,Baltic Sea,plaice,Baltic Sea_plaice,0.383333333,0.37,1.03604,6475.0,5550,1.16700
2013,Baltic Sea,Baltic Sea,plaice,Baltic Sea_plaice,0.311333333,0.37,0.84144,8218.0,5550,1.48100
2014,Baltic Sea,Baltic Sea,plaice,Baltic Sea_plaice,0.270333333,0.37,0.73063,9883.0,5550,1.78100
2015,Baltic Sea,Baltic Sea,plaice,Baltic Sea_plaice,0.259666667,0.37,0.70180,11340.0,5550,2.04300
2016,Baltic Sea,Baltic Sea,plaice,Baltic Sea_plaice,0.282666667,0.37,0.76396,12759.0,5550,2.29900
1984,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.419333333,0.23,1.82319,873.0,2600,0.33600
1985,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.336,0.23,1.46087,1122.0,2600,0.43200
1986,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.371333333,0.23,1.61449,2021.0,2600,0.77700
1987,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.409666667,0.23,1.78116,2090.0,2600,0.80400
1988,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.379,0.23,1.64783,2160.0,2600,0.83100
1989,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.391,0.23,1.70000,2179.0,2600,0.83800
1990,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.376333333,0.23,1.63623,2719.0,2600,1.04600
1991,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.39,0.23,1.69565,3186.0,2600,1.22500
1992,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.4,0.23,1.73913,4099.0,2600,1.57700
1993,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.407333333,0.23,1.77101,3889.0,2600,1.49600
1994,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.353,0.23,1.53478,4067.0,2600,1.56400
1995,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.374333333,0.23,1.62754,3415.0,2600,1.31300
1996,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.349,0.23,1.51739,3239.0,2600,1.24600
1997,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.327333333,0.23,1.42319,2636.0,2600,1.01400
1998,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.311333333,0.23,1.35362,1859.0,2600,0.71500
1999,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.291,0.23,1.26522,2260.0,2600,0.86900
2000,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.279666667,0.23,1.21594,2282.0,2600,0.87800
2001,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.238333333,0.23,1.03623,2231.0,2600,0.85800
2002,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.261333333,0.23,1.13623,2629.0,2600,1.01100
2003,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.238666667,0.23,1.03768,2975.0,2600,1.14400
2004,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.276666667,0.23,1.20290,3191.0,2600,1.22700
2005,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.305,0.23,1.32609,3522.0,2600,1.35500
2006,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.308,0.23,1.33913,2996.0,2600,1.15200
2007,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.304666667,0.23,1.32464,2469.0,2600,0.95000
2008,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.338,0.23,1.46957,2041.0,2600,0.78500
2009,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.312333333,0.23,1.35797,2354.0,2600,0.90500
2010,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.304333333,0.23,1.32319,2082.0,2600,0.80100
2011,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.255,0.23,1.10870,2097.0,2600,0.80700
2012,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.215,0.23,0.93478,2280.0,2600,0.87700
2013,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.197333333,0.23,0.85797,1770.0,2600,0.68100
2014,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.168666667,0.23,0.73333,2200.0,2600,0.84600
2015,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.152666667,0.23,0.66377,1938.0,2600,0.74500
2016,Baltic Sea,Baltic Sea,sole,Baltic Sea_sole,0.186,0.23,0.80870,2016.0,2600,0.77500
1974,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.33,0.28,1.17857,1097000.0,574000,1.91100
1975,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.35,0.28,1.25000,867000.0,574000,1.51000
1976,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.32,0.28,1.14286,738000.0,574000,1.28600
1977,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.28,0.28,1.00000,1257000.0,574000,2.19000
1978,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.27,0.28,0.96429,866000.0,574000,1.50900
1979,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.2,0.28,0.71429,498000.0,574000,0.86800
1980,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.21,0.28,0.75000,311000.0,574000,0.54200
1981,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.13,0.28,0.46429,268000.0,574000,0.46700
1982,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.23,0.28,0.82143,340000.0,574000,0.59200
1983,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.11,0.28,0.39286,478000.0,574000,0.83300
1984,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.16,0.28,0.57143,691000.0,574000,1.20400
1985,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.16,0.28,0.57143,639000.0,574000,1.11300
1986,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.2,0.28,0.71429,581000.0,574000,1.01200
1987,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.26,0.28,0.92857,466000.0,574000,0.81200
1988,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.34,0.28,1.21429,415000.0,574000,0.72300
1989,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.28,0.28,1.00000,438000.0,574000,0.76300
1990,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.4,0.28,1.42857,570000.0,574000,0.99300
1991,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.39,0.28,1.39286,776000.0,574000,1.35200
1992,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.38,0.28,1.35714,1034000.0,574000,1.80100
1993,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.31,0.28,1.10714,1359000.0,574000,2.36800
1994,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.29,0.28,1.03571,1407000.0,574000,2.45100
1995,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.38,0.28,1.35714,1496000.0,574000,2.60600
1996,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.41,0.28,1.46429,1910000.0,574000,3.32800
1997,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.39,0.28,1.39286,1885000.0,574000,3.28400
1998,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.38,0.28,1.35714,1414000.0,574000,2.46300
1999,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.37,0.28,1.32143,1424000.0,574000,2.48100
2000,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.31,0.28,1.10714,1352000.0,574000,2.35500
2001,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.29,0.28,1.03571,1210000.0,574000,2.10800
2002,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.38,0.28,1.35714,950000.0,574000,1.65500
2003,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.41,0.28,1.46429,810000.0,574000,1.41100
2004,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.5,0.28,1.78571,1045000.0,574000,1.82100
2005,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.46,0.28,1.64286,1310000.0,574000,2.28200
2006,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.37,0.28,1.32143,1086000.0,574000,1.89200
2007,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.35,0.28,1.25000,959000.0,574000,1.67100
2008,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.37,0.28,1.32143,1029000.0,574000,1.79300
2009,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.44,0.28,1.57143,953000.0,574000,1.66000
2010,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.36,0.28,1.28571,1077000.0,574000,1.87600
2011,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.34,0.28,1.21429,827000.0,574000,1.44100
2012,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.32,0.28,1.14286,751000.0,574000,1.30800
2013,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.39,0.28,1.39286,804000.0,574000,1.40100
2014,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.36,0.28,1.28571,769000.0,574000,1.34000
2015,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.31,0.28,1.10714,848000.0,574000,1.47700
2016,Baltic Sea,Baltic Sea,sprat,Baltic Sea_sprat,0.22,0.28,0.78571,1176000.0,574000,2.04900
1974,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.1845,0.22,0.83864,1683342.0,600000,2.80600
1975,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.200325,0.22,0.91057,1577408.0,600000,2.62900
1976,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.193475,0.22,0.87943,1368886.0,600000,2.28100
1977,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.1887,0.22,0.85773,1521998.0,600000,2.53700
1978,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.1644,0.22,0.74727,1441824.0,600000,2.40300
1979,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.195325,0.22,0.88784,1410091.0,600000,2.35000
1980,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.1872,0.22,0.85091,1359022.0,600000,2.26500
1981,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.202775,0.22,0.92170,1288491.0,600000,2.14700
1982,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.173875,0.22,0.79034,1434355.0,600000,2.39100
1983,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.224125,0.22,1.01875,1408071.0,600000,2.34700
1984,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.22355,0.22,1.01614,1321236.0,600000,2.20200
1985,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.229525,0.22,1.04330,1270356.0,600000,2.11700
1986,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.202075,0.22,0.91852,1205417.0,600000,2.00900
1987,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.230275,0.22,1.04670,1150388.0,600000,1.91700
1988,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.218475,0.22,0.99307,1154698.0,600000,1.92400
1989,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.289375,0.22,1.31534,1017851.0,600000,1.69600
1990,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.274275,0.22,1.24670,875410.0,600000,1.45900
1991,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.282625,0.22,1.28466,788409.0,600000,1.31400
1992,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.2514,0.22,1.14273,809946.0,600000,1.35000
1993,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.284375,0.22,1.29261,762903.0,600000,1.27200
1994,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.3412,0.22,1.55091,773069.0,600000,1.28800
1995,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.31895,0.22,1.44977,679845.0,600000,1.13300
1996,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.3209,0.22,1.45864,626540.0,600000,1.04400
1997,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.348475,0.22,1.58398,588136.0,600000,0.98000
1998,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.3637,0.22,1.65318,540088.0,600000,0.90000
1999,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.308825,0.22,1.40375,459795.0,600000,0.76600
2000,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.41625,0.22,1.89205,470975.0,600000,0.78500
2001,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.34595,0.22,1.57250,427121.0,600000,0.71200
2002,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.2946,0.22,1.33909,446227.0,600000,0.74400
2003,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.225175,0.22,1.02352,517700.0,600000,0.86300
2004,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.18855,0.22,0.85705,525969.0,600000,0.87700
2005,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.1691,0.22,0.76864,593317.0,600000,0.98900
2006,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.18305,0.22,0.83205,659796.0,600000,1.10000
2007,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.185775,0.22,0.84443,689864.0,600000,1.15000
2008,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.187625,0.22,0.85284,703641.0,600000,1.17300
2009,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.169975,0.22,0.77261,808877.0,600000,1.34800
2010,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.197075,0.22,0.89580,868744.0,600000,1.44800
2011,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.1512,0.22,0.68727,863526.0,600000,1.43900
2012,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.109925,0.22,0.49966,923727.0,600000,1.54000
2013,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.09825,0.22,0.44659,1001657.0,600000,1.66900
2014,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.134475,0.22,0.61125,1103797.0,600000,1.84000
2015,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.1795,0.22,0.81591,1050468.0,600000,1.75100
2016,Baltic Sea,Baltic Sea,herring,Baltic Sea_herring,0.201475,0.22,0.91580,1036926.0,600000,1.72800
1977,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.6903,0.32,2.15719,76734.0,57100,1.34400
1978,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.3751,0.32,1.17219,66256.0,57100,1.16000
1979,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.431,0.32,1.34688,66130.0,57100,1.15800
1980,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.3498,0.32,1.09313,69530.0,57100,1.21800
1981,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.4526,0.32,1.41438,65531.0,57100,1.14800
1982,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.4198,0.32,1.31188,72903.0,57100,1.27700
1983,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.4679,0.32,1.46219,76280.0,57100,1.33600
1984,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.7069,0.32,2.20906,66151.0,57100,1.15900
1985,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.5382,0.32,1.68188,77457.0,57100,1.35700
1986,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.51,0.32,1.59375,86724.0,57100,1.51900
1987,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.4229,0.32,1.32156,97525.0,57100,1.70800
1988,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.5218,0.32,1.63063,116201.0,57100,2.03500
1989,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.3616,0.32,1.13000,85976.0,57100,1.50600
1990,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.2372,0.32,0.74125,138871.0,57100,2.43200
1991,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.25,0.32,0.78125,141216.0,57100,2.47300
1992,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.2668,0.32,0.83375,166620.0,57100,2.91800
1993,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.2318,0.32,0.72438,174966.0,57100,3.06400
1994,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.2332,0.32,0.72875,169465.0,57100,2.96800
1995,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.3452,0.32,1.07875,165929.0,57100,2.90600
1996,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.3674,0.32,1.14813,166847.0,57100,2.92200
1997,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.4931,0.32,1.54094,133008.0,57100,2.32900
1998,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.4441,0.32,1.38781,119460.0,57100,2.09200
1999,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.428,0.32,1.33750,135577.0,57100,2.37400
2000,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.4638,0.32,1.44938,131681.0,57100,2.30600
2001,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.5367,0.32,1.67719,156008.0,57100,2.73200
2002,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.4764,0.32,1.48875,142934.0,57100,2.50300
2003,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.5535,0.32,1.72969,155454.0,57100,2.72200
2004,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.5877,0.32,1.83656,119817.0,57100,2.09800
2005,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.5135,0.32,1.60469,123480.0,57100,2.16300
2006,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.4435,0.32,1.38594,142101.0,57100,2.48900
2007,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.5759,0.32,1.79969,125345.0,57100,2.19500
2008,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.3382,0.32,1.05688,155308.0,57100,2.72000
2009,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.4018,0.32,1.25563,147827.0,57100,2.58900
2010,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.3232,0.32,1.01000,138464.0,57100,2.42500
2011,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.3617,0.32,1.13031,127867.0,57100,2.23900
2012,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.3317,0.32,1.03656,142770.0,57100,2.50000
2013,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.2606,0.32,0.81438,167870.0,57100,2.94000
2014,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.2776,0.32,0.86750,146699.0,57100,2.56900
2015,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.3774,0.32,1.17938,138063.0,57100,2.41800
2016,Baltic Sea,Gulf of Riga,herring,Gulf of Riga_herring,0.3998,0.32,1.24938,131542.0,57100,2.30400
1984,Bay of Biscay,Bay of Biscay,sole,Bay of Biscay_sole,0.3117,0.33,0.94455,12316.0,10600,1.16200
1985,Bay of Biscay,Bay of Biscay,sole,Bay of Biscay_sole,0.306925,0.33,0.93008,13359.0,10600,1.26000
1986,Bay of Biscay,Bay of Biscay,sole,Bay of Biscay_sole,0.365225,0.33,1.10674,14469.0,10600,1.36500
1987,Bay of Biscay,Bay of Biscay,sole,Bay of Biscay_sole,0.371025,0.33,1.12432,15462.0,10600,1.45900
1988,Bay of Biscay,Bay of Biscay,sole,Bay of Biscay_sole,0.400275,0.33,1.21295,15336.0,10600,1.44700
1989,Bay of Biscay,Bay of Biscay,sole,Bay of Biscay_sole,0.49655,0.33,1.50470,14439.0,10600,1.36200
1990,Bay of Biscay,Bay of Biscay,sole,Bay of Biscay_sole,0.4538,0.33,1.37515,14788.0,10600,1.39500
1991,Bay of Biscay,Bay of Biscay,sole,Bay of Biscay_sole,0.41965,0.33,1.27167,14747.0,10600,1.39100
1992,Bay of Biscay,Bay of Biscay,sole,Bay of Biscay_sole,0.608775,0.33,1.84477,15939.0,10600,1.50400
